_id,关注的收藏夹,关注,关注者,关注的问题,关注的话题,关注的专栏
5876eb509f11da0399d45203,74,282,686,490,140,21
5876eb509f11da0399d45205,16,88,1,439,25,5
5876eb509f11da0399d45207,105,336,9,276,111,20
5876eb509f11da0399d45209,118,27,5,679,142,19
5876eb509f11da0399d4520b,18,73,2,116,14,14
5876eb509f11da0399d4520d,27,55,19,283,11,3
5876eb509f11da0399d4520f,109,35,1,676,139,158
5876eb509f11da0399d45211,8,78,6,83,16,9
5876eb509f11da0399d45213,14,32,0,86,4,3
5876eb509f11da0399d45215,174,185,2,164,97,59
5876eb509f11da0399d45217,1,2,0,7,5,1
5876eb509f11da0399d45219,11,91,0,7,34,0
5876eb509f11da0399d4521b,4,24,1,19,10,26
5876eb509f11da0399d4521d,11,28,1,77,17,2
5876eb509f11da0399d4521f,31,103,1,601,58,17
5876eb509f11da0399d45221,10,1,0,129,3,0
5876eb509f11da0399d45223,726,228,135,19,1,106
5876eb509f11da0399d45225,12,34,1,16,21,13
5876eb509f11da0399d45227,6,347,9,97,26,17
5876eb509f11da0399d45229,1699,53,5,160,3,103
5876eb509f11da0399d4522b,43,1096,46,2009,424,4
5876eb509f11da0399d4522d,21,128,353,172,23,25
5876eb509f11da0399d4522f,103,30,6,17,5,29
5876eb509f11da0399d45231,10,171,2,638,41,18
5876eb509f11da0399d45233,8,24,2,20,6,0
5876eb509f11da0399d45235,328,187,5,10,3,34
5876eb509f11da0399d45237,35,83,60,313,80,7
5876eb509f11da0399d45239,259,42,1,40,23,3
5876eb509f11da0399d4523b,18,106,2,233,140,27
5876eb509f11da0399d4523d,95,21,2,5775,322,199
5876eb509f11da0399d4523f,8,44,4,516,82,0
5876eb509f11da0399d45241,63,50,8,55,23,5
5876eb509f11da0399d45243,64,91,2,1193,190,6
5876eb509f11da0399d45245,371,102,71,12,17,18
5876eb509f11da0399d45247,3,45,3,4,15,14
5876eb509f11da0399d45249,746,391,8,92,2,398
5876eb509f11da0399d4524b,46,126,5,91,70,7
5876eb509f11da0399d4524d,128,205,2,84,32,139
5876eb509f11da0399d4524f,109,50,0,16,26,17
5876eb509f11da0399d45251,10,15,2,20,29,2
5876eb509f11da0399d45253,124,56,1,145,119,18
5876eb509f11da0399d45255,1300,685,58,72,19,171
5876eb509f11da0399d45257,8,5,0,6,12,0
5876eb509f11da0399d45259,8,395,3,363,77,96
5876eb509f11da0399d4525b,23,26,0,3,1,38
5876eb509f11da0399d4525d,30,132,1,9,1,44
5876eb509f11da0399d4525f,11,0,0,0,0,0
5876eb509f11da0399d45261,19,80,3,45,5,1
5876eb509f11da0399d45263,18,1,0,6,7,2
5876eb509f11da0399d45265,399,1162,4560,22,19,96
5876eb509f11da0399d45267,27,13,2,7,43,2
5876eb509f11da0399d45269,3,83,1,115,21,14
5876eb509f11da0399d4526b,20,307,10,482,149,154
5876eb509f11da0399d4526d,6,11,0,37,26,8
5876eb509f11da0399d4526f,6,3,11,5,8,0
5876eb509f11da0399d45271,102,195,12,207,117,11
5876eb509f11da0399d45273,1,46,0,4,7,0
5876eb509f11da0399d45275,90,20,2,5,8,7
5876eb509f11da0399d45277,11,50,3,47,49,4
5876eb509f11da0399d45279,17,60,17,55,26,15
5876eb509f11da0399d4527b,24,126,31,80,1,8
5876eb509f11da0399d4527d,14,44,1111,69,5,3
5876eb509f11da0399d4527f,34,246,8,241,100,34
5876eb509f11da0399d45281,516,213,37,53,3,62
5876eb509f11da0399d45283,114,59,7,36,13,20
5876eb509f11da0399d45285,41,30,70,75,46,8
5876eb509f11da0399d45287,151,131,9,55,2,47
5876eb509f11da0399d45289,20,102,7,74,42,17
5876eb509f11da0399d4528b,44,46,11,153,18,5
5876eb509f11da0399d4528d,43,69,3,19,7,43
5876eb509f11da0399d4528f,235,211,23,30,5,48
5876eb509f11da0399d45291,22,5,1,43,25,1
5876eb509f11da0399d45293,226,104,3,51,7,306
5876eb509f11da0399d45295,3,90,21,667,244,2
5876eb509f11da0399d45297,365,851,57,77,10,166
5876eb509f11da0399d45299,13,261,3,1,29,51
5876eb509f11da0399d4529b,87,87,49,19,6,30
5876eb509f11da0399d4529d,326,186,13,14,4,40
5876eb509f11da0399d4529f,4,22,0,7,61,12
5876eb509f11da0399d452a1,54,487,5,623,614,19
5876eb509f11da0399d452a3,73,2077,70,1988,312,52
5876eb509f11da0399d452a5,43,57,1,85,53,17
5876eb509f11da0399d452a7,15,103,28,66,31,3
5876eb509f11da0399d452a9,5,51,0,90,33,13
5876eb509f11da0399d452ab,8,81,4,60,31,0
5876eb509f11da0399d452ad,78,97,3,6,1,58
5876eb509f11da0399d452af,181,303,20,1614,706,137
5876eb509f11da0399d452b1,178,298,4,450,61,34
5876eb509f11da0399d452b3,5,10,4,34,33,5
5876eb509f11da0399d452b5,179,145,5,28,2,23
5876eb509f11da0399d452b7,9,373,169,241,122,31
5876eb509f11da0399d452b9,68,299,1,245,54,29
5876eb509f11da0399d452bb,5,41,3,25,17,4
5876eb509f11da0399d452bd,16,576,5,172,273,109
5876eb509f11da0399d452bf,1,0,0,0,5,1
5876eb509f11da0399d452c1,43,57,8,2,1,9
5876eb509f11da0399d452c3,1,1,1,23,1,0
5876eb509f11da0399d452c5,14,10,1,11,5,3
5876eb509f11da0399d452c7,136,7,0,7,1,4
5876eb509f11da0399d452c9,69,134,0,77,17,45
5876eb509f11da0399d452cb,11,98,9,48,68,18
5876eb509f11da0399d452cd,24,218,4,63,84,4
5876eb509f11da0399d452cf,176,283,34,158,6,29
5876eb509f11da0399d452d1,1,61,0,12,5,2
5876eb509f11da0399d452d3,30,71,0,379,61,29
5876eb509f11da0399d452d5,184,7,1227,1,0,3
5876eb509f11da0399d452d7,47,1092,9,5065,43,61
5876eb509f11da0399d452d9,831,82,125,15,2,46
5876eb509f11da0399d452db,22,46,110,8,1,40
5876eb509f11da0399d452dd,58,135,1,85,27,12
5876eb509f11da0399d452df,25,64,39,683,7,38
5876eb509f11da0399d452e1,109,412,5,28,1,96
5876eb509f11da0399d452e3,3016,517,18,47,1,61
5876eb509f11da0399d452e5,180,118,12,183,34,13
5876eb509f11da0399d452e7,1,86,3,264,34,3
5876eb509f11da0399d452e9,31,227,2,306,79,35
5876eb509f11da0399d452eb,14,74,4,334,109,17
5876eb509f11da0399d452ed,31,388,26,686,0,2
5876eb509f11da0399d452ef,39,17,1,24,73,0
5876eb509f11da0399d452f1,24,13,2,2,13,0
5876eb509f11da0399d452f3,99,110,3,696,108,80
5876eb509f11da0399d452f5,35,121,3,105,27,22
5876eb509f11da0399d452f7,28,6,0,10,1,0
5876eb509f11da0399d452f9,2,85,12,65,38,23
5876eb509f11da0399d452fb,66,92,1,9,1,19
5876eb509f11da0399d452fd,307,107,2,27,11,33
5876eb509f11da0399d452ff,475,189,12,18,1,118
5876eb509f11da0399d45301,11,365,115,469,57,45
5876eb509f11da0399d45303,5,107,6,147,7,6
5876eb509f11da0399d45305,145,87,3,722,144,13
5876eb509f11da0399d45307,100,89,3,8,3,44
5876eb509f11da0399d45309,6,8,1,52,10,1
5876eb509f11da0399d4530b,122,60,5,2,1,17
5876eb509f11da0399d4530d,201,363,511,24,2,55
5876eb509f11da0399d4530f,72,41,15,0,11,3
5876eb509f11da0399d45311,6,341,12,578,73,3
5876eb509f11da0399d45313,16,33,1,18,24,6
5876eb509f11da0399d45315,478,340,12,22,1,211
5876eb509f11da0399d45317,13,229,10,216,19,22
5876eb509f11da0399d45319,282,5,7,1569,264,18
5876eb509f11da0399d4531b,97,324,11,1186,116,21
5876eb509f11da0399d4531d,31,10,0,28,28,4
5876eb509f11da0399d4531f,15,186,17,782,82,11
5876eb509f11da0399d45321,8,7,0,31,12,0
5876eb509f11da0399d45323,107,41,4,34,1,129
5876eb509f11da0399d45325,250,104,10,33,5,40
5876eb509f11da0399d45327,123,109,2,1699,281,5
5876eb509f11da0399d45329,3617,178,18,17,15,42
5876eb509f11da0399d4532b,2529,478,23,26,1,42
5876eb509f11da0399d4532d,5,4,0,5,6,2
5876eb509f11da0399d4532f,6,7,0,11,0,0
5876eb509f11da0399d45331,14,41,2,17,7,1
5876eb509f11da0399d45333,280,263,4,767,141,88
5876eb509f11da0399d45335,13,335,22,444,13,21
5876eb509f11da0399d45337,39,36,0,13,12,5
5876eb509f11da0399d45339,3126,395,29,184,1,208
5876eb509f11da0399d4533b,31,1,0,2,14,4
5876eb509f11da0399d4533d,100,168,2,63,72,3
5876eb509f11da0399d4533f,13,21,0,2,1,2
5876eb509f11da0399d45341,27,15,0,1,2,10
5876eb509f11da0399d45343,47,32,2,71,39,0
5876eb509f11da0399d45345,15,22,4,27,79,5
5876eb509f11da0399d45347,34,32,1,41,9,0
5876eb509f11da0399d45349,23,41,3,4,1,25
5876eb509f11da0399d4534b,89,287,173,1946,155,33
5876eb509f11da0399d4534d,12,3,0,8,3,10
5876eb519f11da0399d4534f,28,54,2,36,27,7
5876eb519f11da0399d45351,6,64,6,95,62,7
5876eb519f11da0399d45353,11,14,6,4,30,1
5876eb519f11da0399d45355,221,84,5,15,192,11
5876eb519f11da0399d45357,2,34,14,28,10,16
5876eb519f11da0399d45359,144,706,1453,9528,1055,79
5876eb519f11da0399d4535b,5,32,575,129,39,4
5876eb519f11da0399d4535d,30,87,71,199,32,8
5876eb519f11da0399d4535f,7,66,2,32,13,3
5876eb519f11da0399d45361,39,77,12,82,26,17
5876eb519f11da0399d45363,96,17,0,4,1,30
5876eb519f11da0399d45365,35,376,5,538,251,63
5876eb519f11da0399d45367,2444,478,95,55,7,98
5876eb519f11da0399d45369,339,490,550,44,6,62
5876eb519f11da0399d4536b,49,65,4,112,7,5
5876eb519f11da0399d4536d,21,347,86,948,15,7
5876eb519f11da0399d4536f,1,11,0,0,4,0
5876eb519f11da0399d45371,410,342,1192,55,6,61
5876eb519f11da0399d45373,27,197,7,366,103,52
5876eb519f11da0399d45375,39,104,7,248,45,21
5876eb519f11da0399d45377,784,240,14,31,67,2
5876eb519f11da0399d45379,3,10,3,43,9,4
5876eb519f11da0399d4537b,12,50,2,85,12,18
5876eb519f11da0399d4537d,2928,1233,500,205,13,136
5876eb519f11da0399d4537f,24,87,4,152,30,13
5876eb519f11da0399d45381,60,8,1,1,61,0
5876eb519f11da0399d45383,25,4,15,69,18,0
5876eb519f11da0399d45385,19,46,94,95,52,17
5876eb519f11da0399d45387,15,106,25,158,22,15
5876eb519f11da0399d45389,4,17,16,87,37,5
5876eb519f11da0399d4538b,32,161,8,436,15,6
5876eb519f11da0399d4538d,18,378,217,305,96,31
5876eb519f11da0399d4538f,113,159,10,5,1,24
5876eb519f11da0399d45391,20,26,0,19,2,2
5876eb519f11da0399d45393,21,125,1,84,0,7
5876eb519f11da0399d45395,51,195,20,137,10,1
5876eb519f11da0399d45397,24,245,32,203,48,12
5876eb519f11da0399d45399,935,142,31,34,5,39
5876eb519f11da0399d4539b,16,48,0,127,14,10
5876eb519f11da0399d4539d,98,760,12,3054,126,47
5876eb519f11da0399d4539f,33,48,7,631,95,66
5876eb519f11da0399d453a1,6,111,47,78,94,5
5876eb519f11da0399d453a3,10,42,3,23,25,8
5876eb519f11da0399d453a5,34,36,2,73,29,1
5876eb519f11da0399d453a7,7,63,35,162,17,21
5876eb519f11da0399d453a9,2,2,0,0,18,0
5876eb519f11da0399d453ab,5,63,17,46,125,6
5876eb519f11da0399d453ad,59,146,16,1,1,22
5876eb519f11da0399d453af,23,57,3,20,12,0
5876eb519f11da0399d453b1,46,77,2,185,60,19
5876eb519f11da0399d453b3,2,6,0,7,54,0
5876eb519f11da0399d453b5,2,11,2,2,13,10
5876eb519f11da0399d453b7,84,231,11,142,383,33
5876eb519f11da0399d453b9,1,22,4,112,271,15
5876eb519f11da0399d453bb,21,162,745,196,20,26
5876eb519f11da0399d453bd,181,115,267,10,1,49
5876eb519f11da0399d453bf,75,60,77,377,36,18
5876eb519f11da0399d453c1,13,187,7,192,2,1
5876eb519f11da0399d453c3,67,1221,24,3244,475,42
5876eb519f11da0399d453c5,29,112,1,461,121,40
5876eb519f11da0399d453c7,34,121,2,19,4,141
5876eb519f11da0399d453c9,10,77,0,60,80,17
5876eb519f11da0399d453cb,9,37,3,94,7,0
5876eb519f11da0399d453cd,135,32,1,9,9,37
5876eb519f11da0399d453cf,140,304,12,35,9,70
5876eb519f11da0399d453d1,1600,2964,37,98,1,340
5876eb519f11da0399d453d3,12,29,5,70,57,2
5876eb519f11da0399d453d5,155,104,2,274,60,17
5876eb519f11da0399d453d7,6,25,1,1578,14,24
5876eb519f11da0399d453d9,26,5,1,4,24,0
5876eb519f11da0399d453db,36,172,557,0,35,58
5876eb519f11da0399d453dd,93,376,8,252,44,21
5876eb519f11da0399d453df,37,111,9,71,52,13
5876eb519f11da0399d453e1,41,131,1,8,19,2
5876eb519f11da0399d453e3,71,545,19362,1137,22,28
5876eb519f11da0399d453e5,112,304,2,413,71,17
5876eb519f11da0399d453e7,12,260,12,175,20,28
5876eb519f11da0399d453e9,159,99,26,44,9,26
5876eb519f11da0399d453eb,226,179,5,887,125,10
5876eb519f11da0399d453ed,21,17,4,17,9,0
5876eb519f11da0399d453ef,6,309,6,1302,11,16
5876eb519f11da0399d453f1,5,68,3,93,51,8
5876eb519f11da0399d453f3,24,21,3,9,1,3
5876eb519f11da0399d453f5,207,206,1,18,7,197
5876eb519f11da0399d453f7,238,317,69,51,2,39
5876eb519f11da0399d453f9,34,42,23,247,8,9
5876eb519f11da0399d453fb,67,21,0,0,15,1
5876eb519f11da0399d453fd,26,74,5,222,49,9
5876eb519f11da0399d453ff,31,119,56,149,32,26
5876eb519f11da0399d45401,14,2,3,61,22,4
5876eb519f11da0399d45403,66,80,2,29,29,2
5876eb519f11da0399d45405,4279,500,30,167,1,880
5876eb519f11da0399d45407,496,335,13,286,86,29
5876eb519f11da0399d45409,64,73,0,181,0,11
5876eb519f11da0399d4540b,69,36,4,468,15,119
5876eb519f11da0399d4540d,73,263,4,657,87,16
5876eb519f11da0399d4540f,10,16,1,12,16,1
5876eb519f11da0399d45411,92,60,5,105,61,14
5876eb519f11da0399d45413,67,102,8,165,26,3
5876eb519f11da0399d45415,34,59,1,95,23,5
5876eb519f11da0399d45417,14,66,2,28,23,8
5876eb519f11da0399d45419,396,142,11,60,1,110
5876eb519f11da0399d4541b,3,3,3,16,2,0
5876eb519f11da0399d4541d,332,125,19,2285,31,4
5876eb519f11da0399d4541f,50,109,0,242,29,4
5876eb519f11da0399d45421,9,490,421,2371,84,7
5876eb519f11da0399d45423,52,32,1,12,33,0
5876eb519f11da0399d45425,1103,137,9,57,1,89
5876eb519f11da0399d45427,125,30,0,45,7,55
5876eb519f11da0399d45429,10,435,2,1,156,5
5876eb519f11da0399d4542b,65,194,5,475,118,6
5876eb519f11da0399d4542d,559,122,11,45,1,72
5876eb519f11da0399d4542f,11,180,9,34,43,6
5876eb519f11da0399d45431,14,557,108,211,66,24
5876eb519f11da0399d45433,3,71,2,69,109,12
5876eb519f11da0399d45435,32,103,6,188,37,8
5876eb519f11da0399d45437,36,47,7,135,18,8
5876eb519f11da0399d45439,18,118,3,310,31,23
5876eb519f11da0399d4543b,118,218,6,736,72,8
5876eb519f11da0399d4543d,34,197,42,760,171,20
5876eb519f11da0399d4543f,1645,350,4,10,5,19
5876eb519f11da0399d45441,7,356,146,264,19,38
5876eb519f11da0399d45443,31,133,19,53,57,15
5876eb519f11da0399d45445,3289,1014,28,236,23,295
5876eb519f11da0399d45447,2,176,3,217,19,18
5876eb519f11da0399d45449,25,154,8,52,0,21
5876eb519f11da0399d4544b,42,144,19,166,81,3
5876eb519f11da0399d4544d,140,242,81,41,4,37
5876eb519f11da0399d4544f,36,415,8,652,208,27
5876eb519f11da0399d45451,240,35,2,25,7,34
5876eb519f11da0399d45453,50,195,67,665,60,66
5876eb519f11da0399d45455,25,564,31,259,5,8
5876eb519f11da0399d45457,29,198,6,628,126,23
5876eb519f11da0399d45459,67,153,1,190,214,55
5876eb519f11da0399d4545b,41,16,161,52,27,3
5876eb519f11da0399d4545d,24,21,7,23,24,0
5876eb519f11da0399d4545f,32,12,0,92,62,5
5876eb519f11da0399d45461,1016,56,19,22,1,53
5876eb519f11da0399d45463,114,419,11,1267,136,76
5876eb519f11da0399d45465,5,108,17,260,30,12
5876eb519f11da0399d45467,40,1642,9,599,15,12
5876eb519f11da0399d45469,56,36,5,307,301,8
5876eb519f11da0399d4546b,641,270,357,32,7,7
5876eb519f11da0399d4546d,27,17,0,4,1,18
5876eb519f11da0399d4546f,61,54,7,33,29,10
5876eb519f11da0399d45471,40,152,5,146,48,6
5876eb519f11da0399d45473,31,59,5,47,74,10
5876eb519f11da0399d45475,40,192,4,135,38,23
5876eb519f11da0399d45477,105,16,6,0,15,48
5876eb519f11da0399d45479,659,161,28,27,2,147
5876eb519f11da0399d4547b,38,138,2,267,31,35
5876eb519f11da0399d4547d,19,24,4,101,34,3
5876eb519f11da0399d4547f,14,94,5,80,30,18
5876eb519f11da0399d45481,8,14,9,0,9,1
5876eb519f11da0399d45483,34,123,6,488,232,9
5876eb519f11da0399d45485,1,16,5,22,100,26
5876eb519f11da0399d45487,139,36,4,63,74,2
5876eb519f11da0399d45489,548,371,21,195,156,325
5876eb519f11da0399d4548b,11,5,0,65,39,4
5876eb519f11da0399d4548d,171,336,10,73,1,69
5876eb519f11da0399d4548f,58,455,9,293,77,91
5876eb519f11da0399d45491,237,170,11,14,2,116
5876eb519f11da0399d45493,19,9,1,18,9,10
5876eb519f11da0399d45495,58,26,2,14,120,3
5876eb519f11da0399d45497,20,19,0,1,7,29
5876eb519f11da0399d45499,156,207,3,220,68,7
5876eb519f11da0399d4549b,23,135,114,158,44,19
5876eb519f11da0399d4549d,142,7,0,210,62,4
5876eb519f11da0399d4549f,35,148,2,155,19,15
5876eb519f11da0399d454a1,198,121,29,804,65,28
5876eb519f11da0399d454a3,421,73,9,47,2,8
5876eb519f11da0399d454a5,39,106,8,19,11,12
5876eb519f11da0399d454a7,26,4,0,2,12,0
5876eb519f11da0399d454a9,5641,296,293,387,3,245
5876eb519f11da0399d454ab,38,119,7,31,25,21
5876eb519f11da0399d454ad,2499,288,24,30,1,150
5876eb519f11da0399d454af,38,142,229,160,17,2
5876eb519f11da0399d454b1,65,282,12,159,24,18
5876eb519f11da0399d454b3,19,85,160,748,19,5
5876eb519f11da0399d454b5,49,62,2,28,42,10
5876eb519f11da0399d454b7,4,83,21,340,0,208
5876eb519f11da0399d454b9,17,78,3,113,39,5
5876eb519f11da0399d454bb,47,51,4,62,60,4
5876eb519f11da0399d454bd,5,72,3,26,12,3
5876eb519f11da0399d454bf,37,220,4,100,51,16
5876eb519f11da0399d454c1,261,521,392,944,154,17
5876eb519f11da0399d454c3,22,95,90,573,72,9
5876eb519f11da0399d454c5,14,112,12,39,5,0
5876eb519f11da0399d454c7,4,8,0,84,130,3
5876eb519f11da0399d454c9,263,58,0,48,37,31
5876eb519f11da0399d454cb,39,334,68,5692,137,34
5876eb519f11da0399d454cd,9,59,0,13,17,63
5876eb519f11da0399d454cf,6,46,1,22,30,4
5876eb519f11da0399d454d1,3,66,4,29,22,16
5876eb519f11da0399d454d3,46,55,3,131,34,6
5876eb519f11da0399d454d5,44,1,0,5,28,0
5876eb519f11da0399d454d7,37,45,2,29,10,0
5876eb519f11da0399d454d9,23,161,5,565,18,12
5876eb519f11da0399d454db,649,170,17,25,9,238
5876eb529f11da0399d454dd,111,23,4,125,14,4
5876eb529f11da0399d454df,75,115,10,705,127,25
5876eb529f11da0399d454e1,5,60,2,66,24,20
5876eb529f11da0399d454e3,24,28,5,3,2,25
5876eb529f11da0399d454e5,34,80,1034,166,45,0
5876eb529f11da0399d454e7,142,395,15,13,17,26
5876eb529f11da0399d454e9,82,23,3,35,24,1
5876eb529f11da0399d454eb,21,116,9,280,80,8
5876eb529f11da0399d454ed,121,278,37,1174,461,85
5876eb529f11da0399d454ef,9,0,0,11,8,2
5876eb529f11da0399d454f1,46,211,269,215,202,23
5876eb529f11da0399d454f3,61,55,13,66,80,17
5876eb529f11da0399d454f5,6,51,1,32,0,25
5876eb529f11da0399d454f7,195,235,34,2217,155,45
5876eb529f11da0399d454f9,55,344,6,748,30,89
5876eb529f11da0399d454fb,61,5,0,6,46,6
5876eb529f11da0399d454fd,9,23,2,20,50,7
5876eb529f11da0399d454ff,37,41,2,33,32,54
5876eb529f11da0399d45501,8,203,10,118,40,50
5876eb529f11da0399d45503,12,4,0,0,0,0
5876eb529f11da0399d45505,11,298,208,188,8,4
5876eb529f11da0399d45507,307,167,42,36,13,4
5876eb529f11da0399d45509,22,120,7,95,18,17
5876eb529f11da0399d4550b,18,80,7,117,22,77
5876eb529f11da0399d4550d,1,22,86,49,18,6
5876eb529f11da0399d4550f,7,36,2,21,32,1
5876eb529f11da0399d45511,123,208,1,506,107,6
5876eb529f11da0399d45513,79,2,0,25,45,1
5876eb529f11da0399d45515,19,227,14,306,63,22
5876eb529f11da0399d45517,17,364,10,282,220,46
5876eb529f11da0399d45519,355,325,11,6,10,28
5876eb529f11da0399d4551b,25,22,0,9,5,0
5876eb529f11da0399d4551d,27,256,2393,2190,47,119
5876eb529f11da0399d4551f,16,21,1,3,18,4
5876eb529f11da0399d45521,30,24,0,125,30,7
5876eb529f11da0399d45523,8,1,0,9,12,0
5876eb529f11da0399d45525,32,37,1,12,22,51
5876eb529f11da0399d45527,267,219,143,9,1,40
5876eb529f11da0399d45529,63,111,1,26,2,4
5876eb529f11da0399d4552b,557,198,6,22,3,37
5876eb529f11da0399d4552d,463,152,3,16,1,97
5876eb529f11da0399d4552f,44,1,1,1,58,0
5876eb529f11da0399d45531,39,209,16,742,55,20
5876eb529f11da0399d45533,21,1,0,0,7,0
5876eb529f11da0399d45535,25,667,38,2016,67,56
5876eb529f11da0399d45537,8,37,2,27,59,1
5876eb529f11da0399d45539,22,45,1,7,2,38
5876eb529f11da0399d4553b,63,35,8,64,23,2
5876eb529f11da0399d4553d,79,62,4,66,35,16
5876eb529f11da0399d4553f,16,12,4,43,0,2
5876eb529f11da0399d45541,71,217,38,167,96,28
5876eb529f11da0399d45543,0,147,16,83,14,1
5876eb529f11da0399d45545,21,22,9,64,13,6
5876eb529f11da0399d45547,324,64,4,393,200,165
5876eb529f11da0399d45549,4,6,0,0,40,2
5876eb529f11da0399d4554b,163,13,12,31,27,0
5876eb529f11da0399d4554d,20,34,1,75,23,18
5876eb529f11da0399d4554f,8,4,4,0,15,2
5876eb529f11da0399d45551,173,1359,14,39,36,214
5876eb529f11da0399d45553,4,11,1,0,9,0
5876eb529f11da0399d45555,26,418,6,32,591,74
5876eb529f11da0399d45557,17,37,11,210,58,26
5876eb529f11da0399d45559,686,127,12,40,6,64
5876eb529f11da0399d4555b,23,87,11,17,6,0
5876eb529f11da0399d4555d,19,70,4,97,2,30
5876eb529f11da0399d4555f,321,1120,29,3707,107,66
5876eb529f11da0399d45561,4,24,6,364,62,11
5876eb529f11da0399d45563,48,93,6,292,47,33
5876eb529f11da0399d45565,8,69,1,398,100,9
5876eb529f11da0399d45567,78,88,2,191,107,0
5876eb529f11da0399d45569,21,61,3,217,80,22
5876eb529f11da0399d4556b,20,120,6,127,45,13
5876eb529f11da0399d4556d,103,348,105,133,33,54
5876eb529f11da0399d4556f,230,195,862,19,1,11
5876eb529f11da0399d45571,37,99,22,346,65,44
5876eb529f11da0399d45573,35,178,22,208,53,12
5876eb529f11da0399d45575,8,72,9,73,6,5
5876eb529f11da0399d45577,51,313,114,3996,756,57
5876eb529f11da0399d45579,4,581,13,59,27,2
5876eb529f11da0399d4557b,14,90,4,112,38,10
5876eb529f11da0399d4557d,28,7,0,8,10,0
5876eb529f11da0399d4557f,83,87,2,193,181,9
5876eb529f11da0399d45581,0,2,27,240,7,0
5876eb529f11da0399d45583,595,179,1647,97,4,90
5876eb529f11da0399d45585,45,5,22,50,27,8
5876eb529f11da0399d45587,148,30,8,170,34,6
5876eb529f11da0399d45589,293,251,16,2312,270,36
5876eb529f11da0399d4558b,34,259,21,553,107,29
5876eb529f11da0399d4558d,10,0,6,36,0,0
5876eb529f11da0399d4558f,115,83,1,2,23,19
5876eb529f11da0399d45591,237,142,6,1158,79,10
5876eb529f11da0399d45593,3,37,2,10,42,4
5876eb529f11da0399d45595,679,188,17,76,1,71
5876eb529f11da0399d45597,17,62,31,19,5,16
5876eb529f11da0399d45599,4,20,2,12,23,1
5876eb529f11da0399d4559b,5,37,1,6,36,3
5876eb529f11da0399d4559d,41,81,2,252,196,29
5876eb529f11da0399d4559f,85,144,44,83,28,17
5876eb529f11da0399d455a1,52,198,1,627,27,10
5876eb529f11da0399d455a3,11,180,7,231,47,37
5876eb529f11da0399d455a5,63,158,58,355,170,51
5876eb529f11da0399d455a7,20,393,8,294,33,14
5876eb529f11da0399d455a9,85,25,0,9,2,39
5876eb529f11da0399d455ab,26,0,3,545,47,6
5876eb529f11da0399d455ad,173,72,9,107,16,19
5876eb529f11da0399d455af,12,75,62,432,19,2
5876eb529f11da0399d455b1,8,2,0,2,14,1
5876eb529f11da0399d455b3,9,48,6,43,30,0
5876eb529f11da0399d455b5,14,320,3,68,38,9
5876eb529f11da0399d455b7,135,81,8,8,1,41
5876eb529f11da0399d455b9,10,54,3,524,1,1
5876eb529f11da0399d455bb,17,92,50,39,29,23
5876eb529f11da0399d455bd,13,110,54,1202,376,19
5876eb529f11da0399d455bf,12,109,35,537,22,5
5876eb529f11da0399d455c1,46,15,3,66,32,0
5876eb529f11da0399d455c3,6,4,0,1,0,0
5876eb529f11da0399d455c5,122,88,4,847,163,3
5876eb529f11da0399d455c7,5,11,0,3,4,3
5876eb529f11da0399d455c9,26,33,6,103,23,17
5876eb529f11da0399d455cb,62,39,1,39,23,2
5876eb529f11da0399d455cd,144,2037,220,45633,92,275
5876eb529f11da0399d455cf,3,22,1,34,9,0
5876eb529f11da0399d455d1,60,108,5,47,53,8
5876eb529f11da0399d455d3,21,187,29,1360,25,26
5876eb529f11da0399d455d5,6,69,1,56,320,20
5876eb529f11da0399d455d7,81,183,27,347,8,23
5876eb529f11da0399d455d9,40,216,13,341,29,8
5876eb529f11da0399d455db,117,4,0,200,81,43
5876eb529f11da0399d455dd,32,37,0,12,2,37
5876eb529f11da0399d455df,711,100,1,86,19,3
5876eb529f11da0399d455e1,16,97,50,236,118,14
5876eb529f11da0399d455e3,108,207,14,28,2,15
5876eb529f11da0399d455e5,7,84,5,133,56,47
5876eb529f11da0399d455e7,41,20,1,119,18,9
5876eb529f11da0399d455e9,251,238,0,199,52,0
5876eb529f11da0399d455eb,285,59,12,58,147,26
5876eb529f11da0399d455ed,2,82,30,255,30,2
5876eb529f11da0399d455ef,47,13,82,2,1,190
5876eb529f11da0399d455f1,13,52,8,619,95,26
5876eb529f11da0399d455f3,644,192,3,55,2,259
5876eb529f11da0399d455f5,18,21,0,10,32,14
5876eb529f11da0399d455f7,6,5,4,25,28,0
5876eb529f11da0399d455f9,27,201,6,712,317,129
5876eb529f11da0399d455fb,63,242,10,571,2,3
5876eb529f11da0399d455fd,3,79,8,16,27,21
5876eb529f11da0399d455ff,675,152,3720,28,10,29
5876eb529f11da0399d45601,8,0,0,7,18,0
5876eb529f11da0399d45603,9,33,9,787,55,16
5876eb529f11da0399d45605,8,112,8,269,72,30
5876eb529f11da0399d45607,14,20,1,31,10,10
5876eb529f11da0399d45609,11,194,13,230,73,46
5876eb529f11da0399d4560b,28,2,3,7,3,0
5876eb529f11da0399d4560d,18,57,16,1054,99,5
5876eb529f11da0399d4560f,23,34,1,62,19,4
5876eb529f11da0399d45611,231,296,0,21,4,47
5876eb529f11da0399d45613,4,48,4,62,18,5
5876eb529f11da0399d45615,2215,755,88,149,43,96
